,Latitude,Longitude,NumMosquitos,WnvPresent,Tmax,Tmin,Tavg,DewPoint,WetBulb,Heat,Cool,Sunrise,Sunset,PrecipTotal,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed,CULEX PIPIENS,CULEX PIPIENS/RESTUANS,CULEX RESTUANS,CULEX SALINARIUS,CULEX TARSALIS,CULEX TERRITANS,year,month,day
49,41.732984,-87.649642,1,0,63,51,57,47,52.0,8,0,417,1923,0.27,29.16,29.78,6.2,3,8.1,0,0,1,0,0,0,2007,6,5
50,41.981964,-87.812827,2,0,64,47,56,48,51.0,9,0,417,1923,0.42,29.1,29.79,5.2,5,7.6,0,0,1,0,0,0,2007,6,5
51,41.944869,-87.832763,1,0,64,47,56,48,51.0,9,0,417,1923,0.42,29.1,29.79,5.2,5,7.6,0,0,1,0,0,0,2007,6,5
52,42.011601,-87.811506,1,0,64,47,56,48,51.0,9,0,417,1923,0.42,29.1,29.79,5.2,5,7.6,0,0,1,0,0,0,2007,6,5
53,41.94983,-87.698457,1,0,63,51,57,47,52.0,8,0,417,1923,0.27,29.16,29.78,6.2,3,8.1,0,0,1,0,0,0,2007,6,5
54,41.979243,-87.750938,1,0,64,47,56,48,51.0,9,0,417,1923,0.42,29.1,29.79,5.2,5,7.6,0,0,1,0,0,0,2007,6,5
55,41.986921,-87.689778,2,0,64,47,56,48,51.0,9,0,417,1923,0.42,29.1,29.79,5.2,5,7.6,0,0,1,0,0,0,2007,6,5
56,41.801498,-87.763416,1,0,63,51,57,47,52.0,8,0,417,1923,0.27,29.16,29.78,6.2,3,8.1,0,1,0,0,0,0,2007,6,5
57,41.906638,-87.701431,3,0,63,51,57,47,52.0,8,0,417,1923,0.27,29.16,29.78,6.2,3,8.1,0,0,1,0,0,0,2007,6,5
58,41.723195,-87.64997,1,0,63,51,57,47,52.0,8,0,417,1923,0.27,29.16,29.78,6.2,3,8.1,0,0,1,0,0,0,2007,6,5
59,41.868077,-87.666901,1,0,63,51,57,47,52.0,8,0,417,1923,0.27,29.16,29.78,6.2,3,8.1,0,1,0,0,0,0,2007,6,5
60,41.868077,-87.666901,7,0,63,51,57,47,52.0,8,0,417,1923,0.27,29.16,29.78,6.2,3,8.1,0,0,1,0,0,0,2007,6,5
61,41.869216,-87.627561,1,0,63,51,57,47,52.0,8,0,417,1923,0.27,29.16,29.78,6.2,3,8.1,0,1,0,0,0,0,2007,6,5
62,41.662014,-87.724608,2,0,63,51,57,47,52.0,8,0,417,1923,0.27,29.16,29.78,6.2,3,8.1,0,1,0,0,0,0,2007,6,5
63,41.662014,-87.724608,4,0,63,51,57,47,52.0,8,0,417,1923,0.27,29.16,29.78,6.2,3,8.1,0,0,1,0,0,0,2007,6,5
64,41.662014,-87.724608,1,0,63,51,57,47,52.0,8,0,417,1923,0.27,29.16,29.78,6.2,3,8.1,1,0,0,0,0,0,2007,6,5
65,41.961743,-87.76007,1,0,64,47,56,48,51.0,9,0,417,1923,0.42,29.1,29.79,5.2,5,7.6,0,1,0,0,0,0,2007,6,5
66,41.961743,-87.76007,2,0,64,47,56,48,51.0,9,0,417,1923,0.42,29.1,29.79,5.2,5,7.6,0,0,1,0,0,0,2007,6,5
67,41.953067,-87.776792,1,0,64,47,56,48,51.0,9,0,417,1923,0.42,29.1,29.79,5.2,5,7.6,0,1,0,0,0,0,2007,6,5
68,41.953067,-87.776792,3,0,64,47,56,48,51.0,9,0,417,1923,0.42,29.1,29.79,5.2,5,7.6,0,0,1,0,0,0,2007,6,5
69,41.878114,-87.629798,3,0,63,51,57,47,52.0,8,0,417,1923,0.27,29.16,29.78,6.2,3,8.1,0,0,1,0,0,0,2007,6,5
70,41.958271,-87.702575,1,0,64,47,56,48,51.0,9,0,417,1923,0.42,29.1,29.79,5.2,5,7.6,0,1,0,0,0,0,2007,6,5
71,41.958271,-87.702575,2,0,64,47,56,48,51.0,9,0,417,1923,0.42,29.1,29.79,5.2,5,7.6,0,0,1,0,0,0,2007,6,5
72,41.932094,-87.700117,1,0,63,51,57,47,52.0,8,0,417,1923,0.27,29.16,29.78,6.2,3,8.1,0,0,1,0,0,0,2007,6,5
73,41.994469,-87.667736,1,0,64,47,56,48,51.0,9,0,417,1923,0.42,29.1,29.79,5.2,5,7.6,0,1,0,0,0,0,2007,6,5
74,42.006858,-87.675919,2,0,64,47,56,48,51.0,9,0,417,1923,0.42,29.1,29.79,5.2,5,7.6,0,0,1,0,0,0,2007,6,5
75,41.916265,-87.800515,1,0,64,47,56,48,51.0,9,0,417,1923,0.42,29.1,29.79,5.2,5,7.6,0,1,0,0,0,0,2007,6,5
76,41.916265,-87.800515,10,0,64,47,56,48,51.0,9,0,417,1923,0.42,29.1,29.79,5.2,5,7.6,0,0,1,0,0,0,2007,6,5
77,41.846075,-87.716277,1,0,63,51,57,47,52.0,8,0,417,1923,0.27,29.16,29.78,6.2,3,8.1,0,0,1,0,0,0,2007,6,5
78,41.918705,-87.752329,1,0,63,51,57,47,52.0,8,0,417,1923,0.27,29.16,29.78,6.2,3,8.1,0,0,1,0,0,0,2007,6,5
79,41.682587,-87.707973,3,0,63,51,57,47,52.0,8,0,417,1923,0.27,29.16,29.78,6.2,3,8.1,0,1,0,0,0,0,2007,6,5
80,41.682587,-87.707973,8,0,63,51,57,47,52.0,8,0,417,1923,0.27,29.16,29.78,6.2,3,8.1,0,0,1,0,0,0,2007,6,5
81,41.725517,-87.614258,1,0,63,51,57,47,52.0,8,0,417,1923,0.27,29.16,29.78,6.2,3,8.1,0,1,0,0,0,0,2007,6,5
82,41.948167,-87.730698,2,0,64,47,56,48,51.0,9,0,417,1923,0.42,29.1,29.79,5.2,5,7.6,0,1,0,0,0,0,2007,6,5
83,41.948167,-87.730698,1,0,64,47,56,48,51.0,9,0,417,1923,0.42,29.1,29.79,5.2,5,7.6,0,0,1,0,0,0,2007,6,5
84,41.963976,-87.69181,1,0,64,47,56,48,51.0,9,0,417,1923,0.42,29.1,29.79,5.2,5,7.6,0,0,1,0,0,0,2007,6,5
85,41.95469,-87.800991,1,0,92,70,81,69,72.0,0,16,418,1931,0.16,29.39,30.11,6.1,22,7.1,0,1,0,0,0,0,2007,6,26
86,41.95469,-87.800991,4,0,92,70,81,69,72.0,0,16,418,1931,0.16,29.39,30.11,6.1,22,7.1,0,0,1,0,0,0,2007,6,26
87,41.95469,-87.800991,1,0,92,70,81,69,72.0,0,16,418,1931,0.16,29.39,30.11,6.1,22,7.1,0,0,0,1,0,0,2007,6,26
88,41.994991,-87.769279,1,0,92,70,81,69,72.0,0,16,418,1931,0.16,29.39,30.11,6.1,22,7.1,0,1,0,0,0,0,2007,6,26
89,41.994991,-87.769279,4,0,92,70,81,69,72.0,0,16,418,1931,0.16,29.39,30.11,6.1,22,7.1,0,0,1,0,0,0,2007,6,26
90,41.974089,-87.824812,1,0,92,70,81,69,72.0,0,16,418,1931,0.16,29.39,30.11,6.1,22,7.1,0,0,1,0,0,0,2007,6,26
91,41.9216,-87.666455,1,0,91,73,82,69,72.0,0,17,418,1931,,29.45,30.09,7.3,21,8.1,0,1,0,0,0,0,2007,6,26
92,41.9216,-87.666455,1,0,91,73,82,69,72.0,0,17,418,1931,,29.45,30.09,7.3,21,8.1,0,0,1,0,0,0,2007,6,26
93,41.891118,-87.654491,1,0,91,73,82,69,72.0,0,17,418,1931,,29.45,30.09,7.3,21,8.1,0,1,0,0,0,0,2007,6,26
94,41.891118,-87.654491,6,0,91,73,82,69,72.0,0,17,418,1931,,29.45,30.09,7.3,21,8.1,0,0,1,0,0,0,2007,6,26
95,41.867108,-87.654224,2,0,91,73,82,69,72.0,0,17,418,1931,,29.45,30.09,7.3,21,8.1,0,1,0,0,0,0,2007,6,26
96,41.896282,-87.655232,1,0,91,73,82,69,72.0,0,17,418,1931,,29.45,30.09,7.3,21,8.1,0,0,1,0,0,0,2007,6,26
97,41.919343,-87.694259,1,0,91,73,82,69,72.0,0,17,418,1931,,29.45,30.09,7.3,21,8.1,0,0,1,0,0,0,2007,6,26
98,41.688324,-87.676709,1,0,91,73,82,69,72.0,0,17,418,1931,,29.45,30.09,7.3,21,8.1,0,1,0,0,0,0,2007,6,26
99,41.688324,-87.676709,1,0,91,73,82,69,72.0,0,17,418,1931,,29.45,30.09,7.3,21,8.1,0,1,0,0,0,0,2007,6,26
100,41.688324,-87.676709,2,0,91,73,82,69,72.0,0,17,418,1931,,29.45,30.09,7.3,21,8.1,0,0,1,0,0,0,2007,6,26
101,41.731922,-87.677512,5,0,91,73,82,69,72.0,0,17,418,1931,,29.45,30.09,7.3,21,8.1,0,0,1,0,0,0,2007,6,26
102,41.891126,-87.61156,1,0,91,73,82,69,72.0,0,17,418,1931,,29.45,30.09,7.3,21,8.1,0,1,0,0,0,0,2007,6,26
103,41.891126,-87.61156,1,0,91,73,82,69,72.0,0,17,418,1931,,29.45,30.09,7.3,21,8.1,0,0,1,0,0,0,2007,6,26
104,41.999129,-87.795585,1,0,92,70,81,69,72.0,0,16,418,1931,0.16,29.39,30.11,6.1,22,7.1,0,1,0,0,0,0,2007,6,26
105,41.999129,-87.795585,1,0,92,70,81,69,72.0,0,16,418,1931,0.16,29.39,30.11,6.1,22,7.1,0,0,1,0,0,0,2007,6,26
106,42.01743,-87.687769,2,0,92,70,81,69,72.0,0,16,418,1931,0.16,29.39,30.11,6.1,22,7.1,0,1,0,0,0,0,2007,6,26
107,42.01743,-87.687769,2,0,92,70,81,69,72.0,0,16,418,1931,0.16,29.39,30.11,6.1,22,7.1,0,0,1,0,0,0,2007,6,26
108,41.944869,-87.832763,2,0,92,70,81,69,72.0,0,16,418,1931,0.16,29.39,30.11,6.1,22,7.1,0,1,0,0,0,0,2007,6,26
109,41.944869,-87.832763,4,0,92,70,81,69,72.0,0,16,418,1931,0.16,29.39,30.11,6.1,22,7.1,0,0,1,0,0,0,2007,6,26
110,42.011601,-87.811506,2,0,92,70,81,69,72.0,0,16,418,1931,0.16,29.39,30.11,6.1,22,7.1,0,1,0,0,0,0,2007,6,26
111,42.011601,-87.811506,2,0,92,70,81,69,72.0,0,16,418,1931,0.16,29.39,30.11,6.1,22,7.1,0,0,1,0,0,0,2007,6,26
112,41.94983,-87.698457,1,0,91,73,82,69,72.0,0,17,418,1931,,29.45,30.09,7.3,21,8.1,0,0,1,0,0,0,2007,6,26
113,41.979243,-87.750938,1,0,92,70,81,69,72.0,0,16,418,1931,0.16,29.39,30.11,6.1,22,7.1,0,1,0,0,0,0,2007,6,26
114,41.986921,-87.689778,1,0,92,70,81,69,72.0,0,16,418,1931,0.16,29.39,30.11,6.1,22,7.1,0,1,0,0,0,0,2007,6,26
115,41.986921,-87.689778,9,0,92,70,81,69,72.0,0,16,418,1931,0.16,29.39,30.11,6.1,22,7.1,0,0,1,0,0,0,2007,6,26
116,41.906638,-87.701431,2,0,91,73,82,69,72.0,0,17,418,1931,,29.45,30.09,7.3,21,8.1,0,1,0,0,0,0,2007,6,26
117,41.906638,-87.701431,3,0,91,73,82,69,72.0,0,17,418,1931,,29.45,30.09,7.3,21,8.1,0,0,1,0,0,0,2007,6,26
118,41.868077,-87.666901,10,0,91,73,82,69,72.0,0,17,418,1931,,29.45,30.09,7.3,21,8.1,0,1,0,0,0,0,2007,6,26
119,41.868077,-87.666901,19,0,91,73,82,69,72.0,0,17,418,1931,,29.45,30.09,7.3,21,8.1,0,0,1,0,0,0,2007,6,26
120,41.868077,-87.666901,1,0,91,73,82,69,72.0,0,17,418,1931,,29.45,30.09,7.3,21,8.1,1,0,0,0,0,0,2007,6,26
121,41.662014,-87.724608,20,0,91,73,82,69,72.0,0,17,418,1931,,29.45,30.09,7.3,21,8.1,0,1,0,0,0,0,2007,6,26
122,41.662014,-87.724608,25,0,91,73,82,69,72.0,0,17,418,1931,,29.45,30.09,7.3,21,8.1,0,0,1,0,0,0,2007,6,26
123,41.662014,-87.724608,6,0,91,73,82,69,72.0,0,17,418,1931,,29.45,30.09,7.3,21,8.1,1,0,0,0,0,0,2007,6,26
124,41.961743,-87.76007,1,0,92,70,81,69,72.0,0,16,418,1931,0.16,29.39,30.11,6.1,22,7.1,0,1,0,0,0,0,2007,6,26
125,41.961743,-87.76007,3,0,92,70,81,69,72.0,0,16,418,1931,0.16,29.39,30.11,6.1,22,7.1,0,0,1,0,0,0,2007,6,26
126,41.953067,-87.776792,4,0,92,70,81,69,72.0,0,16,418,1931,0.16,29.39,30.11,6.1,22,7.1,0,0,1,0,0,0,2007,6,26
127,41.878114,-87.629798,1,0,91,73,82,69,72.0,0,17,418,1931,,29.45,30.09,7.3,21,8.1,0,0,1,0,0,0,2007,6,26
128,41.958271,-87.702575,6,0,92,70,81,69,72.0,0,16,418,1931,0.16,29.39,30.11,6.1,22,7.1,0,0,1,0,0,0,2007,6,26
129,41.932094,-87.700117,1,0,91,73,82,69,72.0,0,17,418,1931,,29.45,30.09,7.3,21,8.1,0,0,1,0,0,0,2007,6,26
130,42.006858,-87.675919,2,0,92,70,81,69,72.0,0,16,418,1931,0.16,29.39,30.11,6.1,22,7.1,0,0,1,0,0,0,2007,6,26
131,41.916265,-87.800515,3,0,92,70,81,69,72.0,0,16,418,1931,0.16,29.39,30.11,6.1,22,7.1,0,1,0,0,0,0,2007,6,26
132,41.916265,-87.800515,6,0,92,70,81,69,72.0,0,16,418,1931,0.16,29.39,30.11,6.1,22,7.1,0,0,1,0,0,0,2007,6,26
133,41.682587,-87.707973,1,0,91,73,82,69,72.0,0,17,418,1931,,29.45,30.09,7.3,21,8.1,0,1,0,0,0,0,2007,6,26
134,41.682587,-87.707973,4,0,91,73,82,69,72.0,0,17,418,1931,,29.45,30.09,7.3,21,8.1,0,0,1,0,0,0,2007,6,26
135,41.963976,-87.69181,1,0,92,70,81,69,72.0,0,16,418,1931,0.16,29.39,30.11,6.1,22,7.1,0,0,1,0,0,0,2007,6,26
136,41.953705,-87.733974,1,0,92,70,81,69,72.0,0,16,418,1931,0.16,29.39,30.11,6.1,22,7.1,0,1,0,0,0,0,2007,6,26
137,41.964242,-87.757639,2,0,92,70,81,69,72.0,0,16,418,1931,0.16,29.39,30.11,6.1,22,7.1,0,0,1,0,0,0,2007,6,26
138,41.990284,-87.797127,1,0,92,70,81,69,72.0,0,16,418,1931,0.16,29.39,30.11,6.1,22,7.1,0,1,0,0,0,0,2007,6,26
139,41.990284,-87.797127,1,0,92,70,81,69,72.0,0,16,418,1931,0.16,29.39,30.11,6.1,22,7.1,0,0,1,0,0,0,2007,6,26
140,42.008314,-87.777921,2,0,92,70,81,69,72.0,0,16,418,1931,0.16,29.39,30.11,6.1,22,7.1,0,0,1,0,0,0,2007,6,26
141,41.991429,-87.747113,2,0,92,70,81,69,72.0,0,16,418,1931,0.16,29.39,30.11,6.1,22,7.1,0,1,0,0,0,0,2007,6,26
142,41.843811,-87.686763,1,0,91,73,82,69,72.0,0,17,418,1931,,29.45,30.09,7.3,21,8.1,0,0,1,0,0,0,2007,6,26
143,41.921177,-87.79518,1,0,92,70,81,69,72.0,0,16,418,1931,0.16,29.39,30.11,6.1,22,7.1,0,0,1,0,0,0,2007,6,26
144,41.852652,-87.719887,5,0,91,73,82,69,72.0,0,17,418,1931,,29.45,30.09,7.3,21,8.1,0,1,0,0,0,0,2007,6,26
145,41.852652,-87.719887,1,0,91,73,82,69,72.0,0,17,418,1931,,29.45,30.09,7.3,21,8.1,0,0,1,0,0,0,2007,6,26
146,41.857402,-87.694991,1,0,91,73,82,69,72.0,0,17,418,1931,,29.45,30.09,7.3,21,8.1,0,0,1,0,0,0,2007,6,26
147,41.868142,-87.696269,1,0,91,73,82,69,72.0,0,17,418,1931,,29.45,30.09,7.3,21,8.1,0,1,0,0,0,0,2007,6,26
148,41.868142,-87.696269,1,0,91,73,82,69,72.0,0,17,418,1931,,29.45,30.09,7.3,21,8.1,0,0,1,0,0,0,2007,6,26
149,41.846283,-87.656913,1,0,91,73,82,69,72.0,0,17,418,1931,,29.45,30.09,7.3,21,8.1,0,1,0,0,0,0,2007,6,26
150,41.721474,-87.648064,2,0,91,73,82,69,72.0,0,17,418,1931,,29.45,30.09,7.3,21,8.1,0,0,1,0,0,0,2007,6,26
151,41.869107,-87.696293,1,0,91,73,82,69,72.0,0,17,418,1931,,29.45,30.09,7.3,21,8.1,1,0,0,0,0,0,2007,6,26
152,41.719059,-87.675088,3,0,91,73,82,69,72.0,0,17,418,1931,,29.45,30.09,7.3,21,8.1,0,1,0,0,0,0,2007,6,26
153,41.719059,-87.675088,5,0,91,73,82,69,72.0,0,17,418,1931,,29.45,30.09,7.3,21,8.1,0,0,1,0,0,0,2007,6,26
154,41.966987,-87.674677,1,0,91,73,82,69,72.0,0,17,418,1931,,29.45,30.09,7.3,21,8.1,0,0,1,0,0,0,2007,6,26
155,41.95469,-87.800991,2,0,70,56,63,55,59.0,2,0,419,1931,0.0,29.41,30.13,7.6,2,8.3,0,1,0,0,0,0,2007,6,29
156,41.974089,-87.824812,1,0,70,56,63,55,59.0,2,0,419,1931,0.0,29.41,30.13,7.6,2,8.3,0,1,0,0,0,0,2007,6,29
157,41.974089,-87.824812,2,0,70,56,63,55,59.0,2,0,419,1931,0.0,29.41,30.13,7.6,2,8.3,0,0,1,0,0,0,2007,6,29
158,41.891118,-87.654491,2,0,71,56,64,56,60.0,1,0,419,1931,,29.47,30.11,7.4,2,8.2,0,0,1,0,0,0,2007,6,29
159,41.921965,-87.632085,3,0,71,56,64,56,60.0,1,0,419,1931,,29.47,30.11,7.4,2,8.2,0,1,0,0,0,0,2007,6,29
160,41.688324,-87.676709,2,0,71,56,64,56,60.0,1,0,419,1931,,29.47,30.11,7.4,2,8.2,0,0,1,0,0,0,2007,6,29
161,41.688324,-87.676709,1,0,71,56,64,56,60.0,1,0,419,1931,,29.47,30.11,7.4,2,8.2,1,0,0,0,0,0,2007,6,29
162,41.862292,-87.64886,1,0,71,56,64,56,60.0,1,0,419,1931,,29.47,30.11,7.4,2,8.2,0,1,0,0,0,0,2007,6,29
163,41.731922,-87.677512,1,0,71,56,64,56,60.0,1,0,419,1931,,29.47,30.11,7.4,2,8.2,0,0,1,0,0,0,2007,6,29
164,41.999129,-87.795585,3,0,70,56,63,55,59.0,2,0,419,1931,0.0,29.41,30.13,7.6,2,8.3,0,0,1,0,0,0,2007,6,29
165,42.01743,-87.687769,2,0,70,56,63,55,59.0,2,0,419,1931,0.0,29.41,30.13,7.6,2,8.3,0,1,0,0,0,0,2007,6,29
166,42.01743,-87.687769,2,0,70,56,63,55,59.0,2,0,419,1931,0.0,29.41,30.13,7.6,2,8.3,0,0,1,0,0,0,2007,6,29
167,41.907645,-87.760886,1,0,71,56,64,56,60.0,1,0,419,1931,,29.47,30.11,7.4,2,8.2,0,0,1,0,0,0,2007,6,29
168,42.011601,-87.811506,2,0,70,56,63,55,59.0,2,0,419,1931,0.0,29.41,30.13,7.6,2,8.3,0,1,0,0,0,0,2007,6,29
169,41.986921,-87.689778,2,0,70,56,63,55,59.0,2,0,419,1931,0.0,29.41,30.13,7.6,2,8.3,0,1,0,0,0,0,2007,6,29
170,41.986921,-87.689778,1,0,70,56,63,55,59.0,2,0,419,1931,0.0,29.41,30.13,7.6,2,8.3,0,0,1,0,0,0,2007,6,29
171,41.801498,-87.763416,1,0,71,56,64,56,60.0,1,0,419,1931,,29.47,30.11,7.4,2,8.2,1,0,0,0,0,0,2007,6,29
172,41.723195,-87.64997,2,0,71,56,64,56,60.0,1,0,419,1931,,29.47,30.11,7.4,2,8.2,0,0,1,0,0,0,2007,6,29
173,41.868077,-87.666901,1,0,71,56,64,56,60.0,1,0,419,1931,,29.47,30.11,7.4,2,8.2,0,1,0,0,0,0,2007,6,29
