,Date,Species,Latitude,Longitude,NumMosquitos,WnvPresent,Tmax,Tmin,Tavg,DewPoint,WetBulb,Heat,Cool,Sunrise,Sunset,CodeSum,Water1,PrecipTotal,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed
15,2007-05-29,CULEX RESTUANS,41.862292,-87.64886,1,0,88,65,77,59,66.0,0,12,421,1917,BR HZ,M,0.0,29.44,30.09,5.8,16,7.4
16,2007-05-29,CULEX RESTUANS,41.720848,-87.666014,3,0,88,65,77,59,66.0,0,12,421,1917,BR HZ,M,0.0,29.44,30.09,5.8,16,7.4
17,2007-05-29,CULEX RESTUANS,41.731922,-87.677512,5,0,88,65,77,59,66.0,0,12,421,1917,BR HZ,M,0.0,29.44,30.09,5.8,16,7.4
18,2007-05-29,CULEX PIPIENS,41.731922,-87.677512,1,0,88,65,77,59,66.0,0,12,421,1917,BR HZ,M,0.0,29.44,30.09,5.8,16,7.4
19,2007-05-29,CULEX PIPIENS/RESTUANS,41.891126,-87.61156,1,0,88,65,77,59,66.0,0,12,421,1917,BR HZ,M,0.0,29.44,30.09,5.8,16,7.4
20,2007-05-29,CULEX RESTUANS,41.891126,-87.61156,2,0,88,65,77,59,66.0,0,12,421,1917,BR HZ,M,0.0,29.44,30.09,5.8,16,7.4
21,2007-05-29,CULEX PIPIENS/RESTUANS,41.999129,-87.795585,1,0,88,60,74,58,65.0,0,9,421,1917,BR HZ,M,0.0,29.39,30.11,5.8,18,6.5
22,2007-05-29,CULEX PIPIENS/RESTUANS,42.01743,-87.687769,1,0,88,60,74,58,65.0,0,9,421,1917,BR HZ,M,0.0,29.39,30.11,5.8,18,6.5
23,2007-05-29,CULEX RESTUANS,41.907645,-87.760886,1,0,88,65,77,59,66.0,0,12,421,1917,BR HZ,M,0.0,29.44,30.09,5.8,16,7.4
24,2007-05-29,CULEX RESTUANS,41.732984,-87.649642,1,0,88,65,77,59,66.0,0,12,421,1917,BR HZ,M,0.0,29.44,30.09,5.8,16,7.4
25,2007-06-05,CULEX PIPIENS/RESTUANS,41.95469,-87.800991,3,0,64,47,56,48,51.0,9,0,417,1923,RA BR,M,0.42,29.1,29.79,5.2,5,7.6
26,2007-06-05,CULEX RESTUANS,41.95469,-87.800991,5,0,64,47,56,48,51.0,9,0,417,1923,RA BR,M,0.42,29.1,29.79,5.2,5,7.6
27,2007-06-05,CULEX PIPIENS,41.95469,-87.800991,1,0,64,47,56,48,51.0,9,0,417,1923,RA BR,M,0.42,29.1,29.79,5.2,5,7.6
28,2007-06-05,CULEX PIPIENS/RESTUANS,41.974089,-87.824812,1,0,64,47,56,48,51.0,9,0,417,1923,RA BR,M,0.42,29.1,29.79,5.2,5,7.6
29,2007-06-05,CULEX RESTUANS,41.974089,-87.824812,2,0,64,47,56,48,51.0,9,0,417,1923,RA BR,M,0.42,29.1,29.79,5.2,5,7.6
30,2007-06-05,CULEX PIPIENS/RESTUANS,41.9216,-87.666455,1,0,63,51,57,47,52.0,8,0,417,1923,RA BR,M,0.27,29.16,29.78,6.2,3,8.1
31,2007-06-05,CULEX RESTUANS,41.9216,-87.666455,2,0,63,51,57,47,52.0,8,0,417,1923,RA BR,M,0.27,29.16,29.78,6.2,3,8.1
32,2007-06-05,CULEX PIPIENS,41.9216,-87.666455,1,0,63,51,57,47,52.0,8,0,417,1923,RA BR,M,0.27,29.16,29.78,6.2,3,8.1
33,2007-06-05,CULEX RESTUANS,41.891118,-87.654491,1,0,63,51,57,47,52.0,8,0,417,1923,RA BR,M,0.27,29.16,29.78,6.2,3,8.1
34,2007-06-05,CULEX PIPIENS/RESTUANS,41.867108,-87.654224,1,0,63,51,57,47,52.0,8,0,417,1923,RA BR,M,0.27,29.16,29.78,6.2,3,8.1
35,2007-06-05,CULEX RESTUANS,41.867108,-87.654224,1,0,63,51,57,47,52.0,8,0,417,1923,RA BR,M,0.27,29.16,29.78,6.2,3,8.1
36,2007-06-05,CULEX PIPIENS,41.867108,-87.654224,2,0,63,51,57,47,52.0,8,0,417,1923,RA BR,M,0.27,29.16,29.78,6.2,3,8.1
37,2007-06-05,CULEX RESTUANS,41.896282,-87.655232,2,0,63,51,57,47,52.0,8,0,417,1923,RA BR,M,0.27,29.16,29.78,6.2,3,8.1
38,2007-06-05,CULEX PIPIENS/RESTUANS,41.919343,-87.694259,1,0,63,51,57,47,52.0,8,0,417,1923,RA BR,M,0.27,29.16,29.78,6.2,3,8.1
39,2007-06-05,CULEX RESTUANS,41.919343,-87.694259,1,0,63,51,57,47,52.0,8,0,417,1923,RA BR,M,0.27,29.16,29.78,6.2,3,8.1
40,2007-06-05,CULEX RESTUANS,41.921965,-87.632085,3,0,63,51,57,47,52.0,8,0,417,1923,RA BR,M,0.27,29.16,29.78,6.2,3,8.1
41,2007-06-05,CULEX RESTUANS,41.688324,-87.676709,4,0,63,51,57,47,52.0,8,0,417,1923,RA BR,M,0.27,29.16,29.78,6.2,3,8.1
42,2007-06-05,CULEX PIPIENS/RESTUANS,41.720848,-87.666014,2,0,63,51,57,47,52.0,8,0,417,1923,RA BR,M,0.27,29.16,29.78,6.2,3,8.1
43,2007-06-05,CULEX PIPIENS/RESTUANS,41.731922,-87.677512,1,0,63,51,57,47,52.0,8,0,417,1923,RA BR,M,0.27,29.16,29.78,6.2,3,8.1
44,2007-06-05,CULEX RESTUANS,41.731922,-87.677512,1,0,63,51,57,47,52.0,8,0,417,1923,RA BR,M,0.27,29.16,29.78,6.2,3,8.1
45,2007-06-05,CULEX PIPIENS,41.731922,-87.677512,1,0,63,51,57,47,52.0,8,0,417,1923,RA BR,M,0.27,29.16,29.78,6.2,3,8.1
46,2007-06-05,CULEX PIPIENS/RESTUANS,41.999129,-87.795585,2,0,64,47,56,48,51.0,9,0,417,1923,RA BR,M,0.42,29.1,29.79,5.2,5,7.6
47,2007-06-05,CULEX RESTUANS,41.999129,-87.795585,9,0,64,47,56,48,51.0,9,0,417,1923,RA BR,M,0.42,29.1,29.79,5.2,5,7.6
48,2007-06-05,CULEX RESTUANS,41.907645,-87.760886,3,0,63,51,57,47,52.0,8,0,417,1923,RA BR,M,0.27,29.16,29.78,6.2,3,8.1
49,2007-06-05,CULEX RESTUANS,41.732984,-87.649642,1,0,63,51,57,47,52.0,8,0,417,1923,RA BR,M,0.27,29.16,29.78,6.2,3,8.1
50,2007-06-05,CULEX RESTUANS,41.981964,-87.812827,2,0,64,47,56,48,51.0,9,0,417,1923,RA BR,M,0.42,29.1,29.79,5.2,5,7.6
51,2007-06-05,CULEX RESTUANS,41.944869,-87.832763,1,0,64,47,56,48,51.0,9,0,417,1923,RA BR,M,0.42,29.1,29.79,5.2,5,7.6
52,2007-06-05,CULEX RESTUANS,42.011601,-87.811506,1,0,64,47,56,48,51.0,9,0,417,1923,RA BR,M,0.42,29.1,29.79,5.2,5,7.6
53,2007-06-05,CULEX RESTUANS,41.94983,-87.698457,1,0,63,51,57,47,52.0,8,0,417,1923,RA BR,M,0.27,29.16,29.78,6.2,3,8.1
54,2007-06-05,CULEX RESTUANS,41.979243,-87.750938,1,0,64,47,56,48,51.0,9,0,417,1923,RA BR,M,0.42,29.1,29.79,5.2,5,7.6
55,2007-06-05,CULEX RESTUANS,41.986921,-87.689778,2,0,64,47,56,48,51.0,9,0,417,1923,RA BR,M,0.42,29.1,29.79,5.2,5,7.6
56,2007-06-05,CULEX PIPIENS/RESTUANS,41.801498,-87.763416,1,0,63,51,57,47,52.0,8,0,417,1923,RA BR,M,0.27,29.16,29.78,6.2,3,8.1
57,2007-06-05,CULEX RESTUANS,41.906638,-87.701431,3,0,63,51,57,47,52.0,8,0,417,1923,RA BR,M,0.27,29.16,29.78,6.2,3,8.1
58,2007-06-05,CULEX RESTUANS,41.723195,-87.64997,1,0,63,51,57,47,52.0,8,0,417,1923,RA BR,M,0.27,29.16,29.78,6.2,3,8.1
59,2007-06-05,CULEX PIPIENS/RESTUANS,41.868077,-87.666901,1,0,63,51,57,47,52.0,8,0,417,1923,RA BR,M,0.27,29.16,29.78,6.2,3,8.1
60,2007-06-05,CULEX RESTUANS,41.868077,-87.666901,7,0,63,51,57,47,52.0,8,0,417,1923,RA BR,M,0.27,29.16,29.78,6.2,3,8.1
61,2007-06-05,CULEX PIPIENS/RESTUANS,41.869216,-87.627561,1,0,63,51,57,47,52.0,8,0,417,1923,RA BR,M,0.27,29.16,29.78,6.2,3,8.1
62,2007-06-05,CULEX PIPIENS/RESTUANS,41.662014,-87.724608,2,0,63,51,57,47,52.0,8,0,417,1923,RA BR,M,0.27,29.16,29.78,6.2,3,8.1
63,2007-06-05,CULEX RESTUANS,41.662014,-87.724608,4,0,63,51,57,47,52.0,8,0,417,1923,RA BR,M,0.27,29.16,29.78,6.2,3,8.1
64,2007-06-05,CULEX PIPIENS,41.662014,-87.724608,1,0,63,51,57,47,52.0,8,0,417,1923,RA BR,M,0.27,29.16,29.78,6.2,3,8.1
65,2007-06-05,CULEX PIPIENS/RESTUANS,41.961743,-87.76007,1,0,64,47,56,48,51.0,9,0,417,1923,RA BR,M,0.42,29.1,29.79,5.2,5,7.6
66,2007-06-05,CULEX RESTUANS,41.961743,-87.76007,2,0,64,47,56,48,51.0,9,0,417,1923,RA BR,M,0.42,29.1,29.79,5.2,5,7.6
67,2007-06-05,CULEX PIPIENS/RESTUANS,41.953067,-87.776792,1,0,64,47,56,48,51.0,9,0,417,1923,RA BR,M,0.42,29.1,29.79,5.2,5,7.6
68,2007-06-05,CULEX RESTUANS,41.953067,-87.776792,3,0,64,47,56,48,51.0,9,0,417,1923,RA BR,M,0.42,29.1,29.79,5.2,5,7.6
69,2007-06-05,CULEX RESTUANS,41.878114,-87.629798,3,0,63,51,57,47,52.0,8,0,417,1923,RA BR,M,0.27,29.16,29.78,6.2,3,8.1
70,2007-06-05,CULEX PIPIENS/RESTUANS,41.958271,-87.702575,1,0,64,47,56,48,51.0,9,0,417,1923,RA BR,M,0.42,29.1,29.79,5.2,5,7.6
71,2007-06-05,CULEX RESTUANS,41.958271,-87.702575,2,0,64,47,56,48,51.0,9,0,417,1923,RA BR,M,0.42,29.1,29.79,5.2,5,7.6
72,2007-06-05,CULEX RESTUANS,41.932094,-87.700117,1,0,63,51,57,47,52.0,8,0,417,1923,RA BR,M,0.27,29.16,29.78,6.2,3,8.1
73,2007-06-05,CULEX PIPIENS/RESTUANS,41.994469,-87.667736,1,0,64,47,56,48,51.0,9,0,417,1923,RA BR,M,0.42,29.1,29.79,5.2,5,7.6
74,2007-06-05,CULEX RESTUANS,42.006858,-87.675919,2,0,64,47,56,48,51.0,9,0,417,1923,RA BR,M,0.42,29.1,29.79,5.2,5,7.6
75,2007-06-05,CULEX PIPIENS/RESTUANS,41.916265,-87.800515,1,0,64,47,56,48,51.0,9,0,417,1923,RA BR,M,0.42,29.1,29.79,5.2,5,7.6
76,2007-06-05,CULEX RESTUANS,41.916265,-87.800515,10,0,64,47,56,48,51.0,9,0,417,1923,RA BR,M,0.42,29.1,29.79,5.2,5,7.6
77,2007-06-05,CULEX RESTUANS,41.846075,-87.716277,1,0,63,51,57,47,52.0,8,0,417,1923,RA BR,M,0.27,29.16,29.78,6.2,3,8.1
78,2007-06-05,CULEX RESTUANS,41.918705,-87.752329,1,0,63,51,57,47,52.0,8,0,417,1923,RA BR,M,0.27,29.16,29.78,6.2,3,8.1
79,2007-06-05,CULEX PIPIENS/RESTUANS,41.682587,-87.707973,3,0,63,51,57,47,52.0,8,0,417,1923,RA BR,M,0.27,29.16,29.78,6.2,3,8.1
80,2007-06-05,CULEX RESTUANS,41.682587,-87.707973,8,0,63,51,57,47,52.0,8,0,417,1923,RA BR,M,0.27,29.16,29.78,6.2,3,8.1
81,2007-06-05,CULEX PIPIENS/RESTUANS,41.725517,-87.614258,1,0,63,51,57,47,52.0,8,0,417,1923,RA BR,M,0.27,29.16,29.78,6.2,3,8.1
82,2007-06-05,CULEX PIPIENS/RESTUANS,41.948167,-87.730698,2,0,64,47,56,48,51.0,9,0,417,1923,RA BR,M,0.42,29.1,29.79,5.2,5,7.6
83,2007-06-05,CULEX RESTUANS,41.948167,-87.730698,1,0,64,47,56,48,51.0,9,0,417,1923,RA BR,M,0.42,29.1,29.79,5.2,5,7.6
84,2007-06-05,CULEX RESTUANS,41.963976,-87.69181,1,0,64,47,56,48,51.0,9,0,417,1923,RA BR,M,0.42,29.1,29.79,5.2,5,7.6
85,2007-06-26,CULEX PIPIENS/RESTUANS,41.95469,-87.800991,1,0,92,70,81,69,72.0,0,16,418,1931,TSRA BR HZ VCTS,M,0.16,29.39,30.11,6.1,22,7.1
86,2007-06-26,CULEX RESTUANS,41.95469,-87.800991,4,0,92,70,81,69,72.0,0,16,418,1931,TSRA BR HZ VCTS,M,0.16,29.39,30.11,6.1,22,7.1
87,2007-06-26,CULEX SALINARIUS,41.95469,-87.800991,1,0,92,70,81,69,72.0,0,16,418,1931,TSRA BR HZ VCTS,M,0.16,29.39,30.11,6.1,22,7.1
88,2007-06-26,CULEX PIPIENS/RESTUANS,41.994991,-87.769279,1,0,92,70,81,69,72.0,0,16,418,1931,TSRA BR HZ VCTS,M,0.16,29.39,30.11,6.1,22,7.1
89,2007-06-26,CULEX RESTUANS,41.994991,-87.769279,4,0,92,70,81,69,72.0,0,16,418,1931,TSRA BR HZ VCTS,M,0.16,29.39,30.11,6.1,22,7.1
90,2007-06-26,CULEX RESTUANS,41.974089,-87.824812,1,0,92,70,81,69,72.0,0,16,418,1931,TSRA BR HZ VCTS,M,0.16,29.39,30.11,6.1,22,7.1
91,2007-06-26,CULEX PIPIENS/RESTUANS,41.9216,-87.666455,1,0,91,73,82,69,72.0,0,17,418,1931,BR HZ,M,,29.45,30.09,7.3,21,8.1
92,2007-06-26,CULEX RESTUANS,41.9216,-87.666455,1,0,91,73,82,69,72.0,0,17,418,1931,BR HZ,M,,29.45,30.09,7.3,21,8.1
93,2007-06-26,CULEX PIPIENS/RESTUANS,41.891118,-87.654491,1,0,91,73,82,69,72.0,0,17,418,1931,BR HZ,M,,29.45,30.09,7.3,21,8.1
94,2007-06-26,CULEX RESTUANS,41.891118,-87.654491,6,0,91,73,82,69,72.0,0,17,418,1931,BR HZ,M,,29.45,30.09,7.3,21,8.1
95,2007-06-26,CULEX PIPIENS/RESTUANS,41.867108,-87.654224,2,0,91,73,82,69,72.0,0,17,418,1931,BR HZ,M,,29.45,30.09,7.3,21,8.1
96,2007-06-26,CULEX RESTUANS,41.896282,-87.655232,1,0,91,73,82,69,72.0,0,17,418,1931,BR HZ,M,,29.45,30.09,7.3,21,8.1
97,2007-06-26,CULEX RESTUANS,41.919343,-87.694259,1,0,91,73,82,69,72.0,0,17,418,1931,BR HZ,M,,29.45,30.09,7.3,21,8.1
98,2007-06-26,CULEX PIPIENS/RESTUANS,41.688324,-87.676709,1,0,91,73,82,69,72.0,0,17,418,1931,BR HZ,M,,29.45,30.09,7.3,21,8.1
99,2007-06-26,CULEX PIPIENS/RESTUANS,41.688324,-87.676709,1,0,91,73,82,69,72.0,0,17,418,1931,BR HZ,M,,29.45,30.09,7.3,21,8.1
100,2007-06-26,CULEX RESTUANS,41.688324,-87.676709,2,0,91,73,82,69,72.0,0,17,418,1931,BR HZ,M,,29.45,30.09,7.3,21,8.1
101,2007-06-26,CULEX RESTUANS,41.731922,-87.677512,5,0,91,73,82,69,72.0,0,17,418,1931,BR HZ,M,,29.45,30.09,7.3,21,8.1
102,2007-06-26,CULEX PIPIENS/RESTUANS,41.891126,-87.61156,1,0,91,73,82,69,72.0,0,17,418,1931,BR HZ,M,,29.45,30.09,7.3,21,8.1
103,2007-06-26,CULEX RESTUANS,41.891126,-87.61156,1,0,91,73,82,69,72.0,0,17,418,1931,BR HZ,M,,29.45,30.09,7.3,21,8.1
104,2007-06-26,CULEX PIPIENS/RESTUANS,41.999129,-87.795585,1,0,92,70,81,69,72.0,0,16,418,1931,TSRA BR HZ VCTS,M,0.16,29.39,30.11,6.1,22,7.1
105,2007-06-26,CULEX RESTUANS,41.999129,-87.795585,1,0,92,70,81,69,72.0,0,16,418,1931,TSRA BR HZ VCTS,M,0.16,29.39,30.11,6.1,22,7.1
106,2007-06-26,CULEX PIPIENS/RESTUANS,42.01743,-87.687769,2,0,92,70,81,69,72.0,0,16,418,1931,TSRA BR HZ VCTS,M,0.16,29.39,30.11,6.1,22,7.1
107,2007-06-26,CULEX RESTUANS,42.01743,-87.687769,2,0,92,70,81,69,72.0,0,16,418,1931,TSRA BR HZ VCTS,M,0.16,29.39,30.11,6.1,22,7.1
108,2007-06-26,CULEX PIPIENS/RESTUANS,41.944869,-87.832763,2,0,92,70,81,69,72.0,0,16,418,1931,TSRA BR HZ VCTS,M,0.16,29.39,30.11,6.1,22,7.1
109,2007-06-26,CULEX RESTUANS,41.944869,-87.832763,4,0,92,70,81,69,72.0,0,16,418,1931,TSRA BR HZ VCTS,M,0.16,29.39,30.11,6.1,22,7.1
110,2007-06-26,CULEX PIPIENS/RESTUANS,42.011601,-87.811506,2,0,92,70,81,69,72.0,0,16,418,1931,TSRA BR HZ VCTS,M,0.16,29.39,30.11,6.1,22,7.1
111,2007-06-26,CULEX RESTUANS,42.011601,-87.811506,2,0,92,70,81,69,72.0,0,16,418,1931,TSRA BR HZ VCTS,M,0.16,29.39,30.11,6.1,22,7.1
112,2007-06-26,CULEX RESTUANS,41.94983,-87.698457,1,0,91,73,82,69,72.0,0,17,418,1931,BR HZ,M,,29.45,30.09,7.3,21,8.1
113,2007-06-26,CULEX PIPIENS/RESTUANS,41.979243,-87.750938,1,0,92,70,81,69,72.0,0,16,418,1931,TSRA BR HZ VCTS,M,0.16,29.39,30.11,6.1,22,7.1
114,2007-06-26,CULEX PIPIENS/RESTUANS,41.986921,-87.689778,1,0,92,70,81,69,72.0,0,16,418,1931,TSRA BR HZ VCTS,M,0.16,29.39,30.11,6.1,22,7.1
115,2007-06-26,CULEX RESTUANS,41.986921,-87.689778,9,0,92,70,81,69,72.0,0,16,418,1931,TSRA BR HZ VCTS,M,0.16,29.39,30.11,6.1,22,7.1
116,2007-06-26,CULEX PIPIENS/RESTUANS,41.906638,-87.701431,2,0,91,73,82,69,72.0,0,17,418,1931,BR HZ,M,,29.45,30.09,7.3,21,8.1
117,2007-06-26,CULEX RESTUANS,41.906638,-87.701431,3,0,91,73,82,69,72.0,0,17,418,1931,BR HZ,M,,29.45,30.09,7.3,21,8.1
118,2007-06-26,CULEX PIPIENS/RESTUANS,41.868077,-87.666901,10,0,91,73,82,69,72.0,0,17,418,1931,BR HZ,M,,29.45,30.09,7.3,21,8.1
119,2007-06-26,CULEX RESTUANS,41.868077,-87.666901,19,0,91,73,82,69,72.0,0,17,418,1931,BR HZ,M,,29.45,30.09,7.3,21,8.1
120,2007-06-26,CULEX PIPIENS,41.868077,-87.666901,1,0,91,73,82,69,72.0,0,17,418,1931,BR HZ,M,,29.45,30.09,7.3,21,8.1
121,2007-06-26,CULEX PIPIENS/RESTUANS,41.662014,-87.724608,20,0,91,73,82,69,72.0,0,17,418,1931,BR HZ,M,,29.45,30.09,7.3,21,8.1
122,2007-06-26,CULEX RESTUANS,41.662014,-87.724608,25,0,91,73,82,69,72.0,0,17,418,1931,BR HZ,M,,29.45,30.09,7.3,21,8.1
123,2007-06-26,CULEX PIPIENS,41.662014,-87.724608,6,0,91,73,82,69,72.0,0,17,418,1931,BR HZ,M,,29.45,30.09,7.3,21,8.1
124,2007-06-26,CULEX PIPIENS/RESTUANS,41.961743,-87.76007,1,0,92,70,81,69,72.0,0,16,418,1931,TSRA BR HZ VCTS,M,0.16,29.39,30.11,6.1,22,7.1
125,2007-06-26,CULEX RESTUANS,41.961743,-87.76007,3,0,92,70,81,69,72.0,0,16,418,1931,TSRA BR HZ VCTS,M,0.16,29.39,30.11,6.1,22,7.1
126,2007-06-26,CULEX RESTUANS,41.953067,-87.776792,4,0,92,70,81,69,72.0,0,16,418,1931,TSRA BR HZ VCTS,M,0.16,29.39,30.11,6.1,22,7.1
127,2007-06-26,CULEX RESTUANS,41.878114,-87.629798,1,0,91,73,82,69,72.0,0,17,418,1931,BR HZ,M,,29.45,30.09,7.3,21,8.1
128,2007-06-26,CULEX RESTUANS,41.958271,-87.702575,6,0,92,70,81,69,72.0,0,16,418,1931,TSRA BR HZ VCTS,M,0.16,29.39,30.11,6.1,22,7.1
129,2007-06-26,CULEX RESTUANS,41.932094,-87.700117,1,0,91,73,82,69,72.0,0,17,418,1931,BR HZ,M,,29.45,30.09,7.3,21,8.1
130,2007-06-26,CULEX RESTUANS,42.006858,-87.675919,2,0,92,70,81,69,72.0,0,16,418,1931,TSRA BR HZ VCTS,M,0.16,29.39,30.11,6.1,22,7.1
131,2007-06-26,CULEX PIPIENS/RESTUANS,41.916265,-87.800515,3,0,92,70,81,69,72.0,0,16,418,1931,TSRA BR HZ VCTS,M,0.16,29.39,30.11,6.1,22,7.1
132,2007-06-26,CULEX RESTUANS,41.916265,-87.800515,6,0,92,70,81,69,72.0,0,16,418,1931,TSRA BR HZ VCTS,M,0.16,29.39,30.11,6.1,22,7.1
133,2007-06-26,CULEX PIPIENS/RESTUANS,41.682587,-87.707973,1,0,91,73,82,69,72.0,0,17,418,1931,BR HZ,M,,29.45,30.09,7.3,21,8.1
134,2007-06-26,CULEX RESTUANS,41.682587,-87.707973,4,0,91,73,82,69,72.0,0,17,418,1931,BR HZ,M,,29.45,30.09,7.3,21,8.1
135,2007-06-26,CULEX RESTUANS,41.963976,-87.69181,1,0,92,70,81,69,72.0,0,16,418,1931,TSRA BR HZ VCTS,M,0.16,29.39,30.11,6.1,22,7.1
136,2007-06-26,CULEX PIPIENS/RESTUANS,41.953705,-87.733974,1,0,92,70,81,69,72.0,0,16,418,1931,TSRA BR HZ VCTS,M,0.16,29.39,30.11,6.1,22,7.1
137,2007-06-26,CULEX RESTUANS,41.964242,-87.757639,2,0,92,70,81,69,72.0,0,16,418,1931,TSRA BR HZ VCTS,M,0.16,29.39,30.11,6.1,22,7.1
138,2007-06-26,CULEX PIPIENS/RESTUANS,41.990284,-87.797127,1,0,92,70,81,69,72.0,0,16,418,1931,TSRA BR HZ VCTS,M,0.16,29.39,30.11,6.1,22,7.1
139,2007-06-26,CULEX RESTUANS,41.990284,-87.797127,1,0,92,70,81,69,72.0,0,16,418,1931,TSRA BR HZ VCTS,M,0.16,29.39,30.11,6.1,22,7.1
140,2007-06-26,CULEX RESTUANS,42.008314,-87.777921,2,0,92,70,81,69,72.0,0,16,418,1931,TSRA BR HZ VCTS,M,0.16,29.39,30.11,6.1,22,7.1
141,2007-06-26,CULEX PIPIENS/RESTUANS,41.991429,-87.747113,2,0,92,70,81,69,72.0,0,16,418,1931,TSRA BR HZ VCTS,M,0.16,29.39,30.11,6.1,22,7.1
142,2007-06-26,CULEX RESTUANS,41.843811,-87.686763,1,0,91,73,82,69,72.0,0,17,418,1931,BR HZ,M,,29.45,30.09,7.3,21,8.1
143,2007-06-26,CULEX RESTUANS,41.921177,-87.79518,1,0,92,70,81,69,72.0,0,16,418,1931,TSRA BR HZ VCTS,M,0.16,29.39,30.11,6.1,22,7.1
144,2007-06-26,CULEX PIPIENS/RESTUANS,41.852652,-87.719887,5,0,91,73,82,69,72.0,0,17,418,1931,BR HZ,M,,29.45,30.09,7.3,21,8.1
145,2007-06-26,CULEX RESTUANS,41.852652,-87.719887,1,0,91,73,82,69,72.0,0,17,418,1931,BR HZ,M,,29.45,30.09,7.3,21,8.1
146,2007-06-26,CULEX RESTUANS,41.857402,-87.694991,1,0,91,73,82,69,72.0,0,17,418,1931,BR HZ,M,,29.45,30.09,7.3,21,8.1
147,2007-06-26,CULEX PIPIENS/RESTUANS,41.868142,-87.696269,1,0,91,73,82,69,72.0,0,17,418,1931,BR HZ,M,,29.45,30.09,7.3,21,8.1
148,2007-06-26,CULEX RESTUANS,41.868142,-87.696269,1,0,91,73,82,69,72.0,0,17,418,1931,BR HZ,M,,29.45,30.09,7.3,21,8.1
149,2007-06-26,CULEX PIPIENS/RESTUANS,41.846283,-87.656913,1,0,91,73,82,69,72.0,0,17,418,1931,BR HZ,M,,29.45,30.09,7.3,21,8.1
150,2007-06-26,CULEX RESTUANS,41.721474,-87.648064,2,0,91,73,82,69,72.0,0,17,418,1931,BR HZ,M,,29.45,30.09,7.3,21,8.1
151,2007-06-26,CULEX PIPIENS,41.869107,-87.696293,1,0,91,73,82,69,72.0,0,17,418,1931,BR HZ,M,,29.45,30.09,7.3,21,8.1
152,2007-06-26,CULEX PIPIENS/RESTUANS,41.719059,-87.675088,3,0,91,73,82,69,72.0,0,17,418,1931,BR HZ,M,,29.45,30.09,7.3,21,8.1
153,2007-06-26,CULEX RESTUANS,41.719059,-87.675088,5,0,91,73,82,69,72.0,0,17,418,1931,BR HZ,M,,29.45,30.09,7.3,21,8.1
